constructorId,grid,position,laps,nationality,round,circuitId,country_circuit,height,nationality_constructors,points_season,position_season,wins_season,age,weather_condition,humidity,temperature,AvgGrid,AvgFn,wins_acc
4,2,80,56,Italian,16,17,China,5.0,French,57.0,4,1,33,dry,87.33,20.4,13.0,9.81,14.0
6,6,100,56,German,16,17,China,5.0,Italian,106.0,2,6,37,dry,87.33,20.4,5.67,2.5,39.0
9,12,20,56,British,16,17,China,5.0,Austrian,14.0,12,0,35,dry,87.33,20.4,13.37,10.12,0.0
11,4,70,56,British,16,17,China,5.0,Japanese,40.0,6,1,26,dry,87.33,20.4,10.54,7.79,80.0
11,3,50,56,Brazilian,16,17,China,5.0,Japanese,25.0,8,0,34,dry,87.33,20.4,10.6,8.84,10.0
8,21,0,55,Japanese,16,17,China,5.0,Japanese,0.0,23,0,29,dry,87.33,20.4,18.63,14.29,0.0
6,20,0,44,Brazilian,16,17,China,5.0,Italian,62.0,3,1,25,dry,87.33,20.4,5.19,4.72,83.0
2,9,0,55,Polish,16,17,China,5.0,German,6.0,15,0,21,dry,87.33,20.4,7.86,7.09,11.0
3,15,0,55,German,16,17,China,5.0,British,4.0,17,0,21,dry,87.33,20.4,10.85,9.2,0.0
5,13,10,55,Italian,16,17,China,5.0,Italian,1.0,19,0,26,dry,87.33,20.4,15.78,12.76,0.0
5,11,0,55,American,16,17,China,5.0,Italian,0.0,20,0,23,dry,87.33,20.4,16.62,11.86,0.0
1,5,0,18,Finnish,16,17,China,5.0,British,57.0,5,0,26,dry,87.33,20.4,5.29,4.82,72.0
14,18,0,37,Portuguese,16,17,China,5.0,Dutch,0.0,21,0,30,dry,87.33,20.4,17.73,13.88,0.0
7,17,0,38,Italian,16,17,China,5.0,Japanese,12.0,13,0,32,dry,87.33,20.4,9.19,9.21,0.0
14,22,0,53,Dutch,16,17,China,5.0,Dutch,0.0,22,0,27,dry,87.33,20.4,19.24,14.25,0.0
7,16,0,49,German,16,17,China,5.0,Japanese,18.0,10,0,31,dry,87.33,20.4,11.56,9.9,0.0
1,2,80,56,Finnish,16,17,China,5.0,British,28.0,7,1,24,dry,88.67,21.93,5.59,4.52,127.0
1,9,20,56,British,16,17,China,5.0,British,24.0,8,0,33,dry,88.67,21.93,12.12,9.11,0.0
3,10,60,56,Colombian,16,17,China,5.0,British,42.0,6,0,29,dry,88.67,21.93,6.69,4.93,14.0
4,6,70,56,Spanish,16,17,China,5.0,French,45.0,5,0,23,dry,88.67,21.93,5.7,4.12,194.0
6,1,100,56,Brazilian,16,17,China,5.0,Italian,98.0,2,1,32,dry,88.67,21.93,9.51,7.6,11.0
15,4,30,56,Brazilian,16,17,China,5.0,Swiss,10.0,12,0,23,dry,88.67,21.93,7.86,6.28,85.0
15,7,40,56,Italian,16,17,China,5.0,Swiss,19.0,10,0,31,dry,88.67,21.93,11.5,8.63,34.0
16,18,50,56,Japanese,16,17,China,5.0,British,23.0,9,0,27,dry,88.67,21.93,14.52,12.22,0.0
16,3,90,56,British,16,17,China,5.0,British,71.0,3,0,24,dry,88.67,21.93,8.99,6.66,82.0
3,5,0,37,German,16,17,China,5.0,British,12.0,11,0,29,dry,88.67,21.93,9.65,8.21,0.0
19,15,0,11,Austrian,16,17,China,5.0,British,3.0,16,0,21,dry,88.67,21.93,12.56,10.57,0.0
6,20,0,55,German,16,17,China,5.0,Italian,136.0,1,12,35,dry,88.67,21.93,5.87,2.98,170.0
7,8,0,55,French,16,17,China,5.0,Japanese,6.0,14,0,38,dry,88.67,21.93,11.27,10.73,0.0
17,14,0,55,German,16,17,China,5.0,Irish,3.0,18,0,27,dry,88.67,21.93,10.18,7.95,0.0
17,16,0,55,German,16,17,China,5.0,Irish,2.0,19,0,22,dry,88.67,21.93,11.78,8.36,0.0
19,11,10,55,Australian,16,17,China,5.0,British,7.0,13,0,28,dry,88.67,21.93,9.03,7.78,9.0
7,13,0,35,Brazilian,16,17,China,5.0,Japanese,0.0,21,0,28,dry,88.67,21.93,12.0,11.0,0.0
18,19,0,53,Hungarian,16,17,China,5.0,Italian,1.0,20,0,23,dry,88.67,21.93,18.93,13.22,0.0
18,17,0,38,Italian,16,17,China,5.0,Italian,0.0,24,0,23,dry,88.67,21.93,18.29,16.0,0.0
1,3,90,56,Finnish,19,17,China,5.0,British,104.0,2,7,26,dry,69.33,15.6,5.4,4.47,125.0
3,10,40,56,Australian,19,17,China,5.0,British,34.0,10,0,29,dry,69.33,15.6,8.82,7.54,9.0
4,1,100,56,Spanish,19,17,China,5.0,French,123.0,1,6,24,dry,69.33,15.6,5.4,4.05,194.0
4,2,70,56,Italian,19,17,China,5.0,French,53.0,5,1,32,dry,69.33,15.6,11.25,8.74,34.0
6,8,0,56,Brazilian,19,17,China,5.0,Italian,38.0,8,0,33,dry,69.33,15.6,10.49,8.56,10.0
7,9,80,56,German,19,17,China,5.0,Japanese,39.0,7,0,30,dry,69.33,15.6,10.29,8.39,0.0
9,7,20,56,British,19,17,China,5.0,Austrian,24.0,12,0,34,dry,69.33,15.6,12.82,9.56,0.0
9,14,60,56,Austrian,19,17,China,5.0,Austrian,5.0,18,0,22,dry,69.33,15.6,12.0,10.0,0.0
15,11,50,56,Brazilian,19,17,China,5.0,Swiss,8.0,14,0,24,dry,69.33,15.6,6.72,5.76,85.0
15,16,10,56,Canadian,19,17,China,5.0,Swiss,9.0,13,0,34,dry,69.33,15.6,12.72,10.5,0.0
16,4,30,56,British,19,17,China,5.0,British,36.0,9,0,25,dry,69.33,15.6,9.63,7.31,82.0
17,19,0,56,Portuguese,19,17,China,5.0,Irish,7.0,15,0,29,dry,69.33,15.6,17.64,13.21,0.0
7,12,0,55,Italian,19,17,China,5.0,Japanese,43.0,6,0,31,dry,69.33,15.6,8.39,8.75,0.0
1,5,0,24,Colombian,19,17,China,5.0,British,60.0,4,3,30,dry,69.33,15.6,7.5,4.4,14.0
16,17,0,34,Japanese,19,17,China,5.0,British,1.0,23,0,28,dry,69.33,15.6,16.3,13.59,0.0
6,6,0,20,German,19,17,China,5.0,Italian,62.0,3,1,36,dry,69.33,15.6,7.03,3.57,63.0
17,15,0,28,Indian,19,17,China,5.0,Irish,5.0,17,0,28,dry,69.33,15.6,16.89,13.38,0.0
18,18,0,50,Dutch,19,17,China,5.0,Italian,4.0,19,0,26,dry,69.33,15.6,18.17,14.08,0.0
18,20,0,55,Dutch,19,17,China,5.0,Italian,0.0,25,0,24,dry,69.33,15.6,18.22,13.86,0.0
3,13,0,55,Brazilian,19,17,China,5.0,British,2.0,22,0,25,dry,69.33,15.6,13.25,14.0,0.0
1,4,60,71,British,18,18,Brazil,785.0,British,94.0,1,5,23,rain,77.67,24.43,5.94,5.83,57.0
1,5,40,71,Finnish,18,18,Brazil,785.0,British,51.0,7,1,27,rain,77.67,24.43,7.27,6.96,7.0
4,6,90,71,Spanish,18,18,Brazil,785.0,French,53.0,6,2,27,rain,77.67,24.43,7.86,6.79,5.0
5,7,70,71,German,18,18,Brazil,785.0,Italian,30.0,8,1,21,rain,77.67,24.43,6.68,5.24,29.0
6,3,80,71,Finnish,18,18,Brazil,785.0,Italian,69.0,4,2,29,rain,77.67,24.43,5.94,6.32,35.0
6,1,100,71,Brazilian,18,18,Brazil,785.0,Italian,87.0,2,5,27,rain,77.67,24.43,4.42,5.38,49.0
7,10,50,71,German,18,18,Brazil,785.0,Japanese,22.0,10,0,26,rain,77.67,24.43,11.65,8.11,0.0
7,2,30,71,Italian,18,18,Brazil,785.0,Japanese,30.0,9,0,34,rain,77.67,24.43,8.21,8.26,0.0
9,12,20,71,Australian,18,18,Brazil,785.0,Austrian,21.0,11,0,32,rain,77.67,24.43,8.03,7.03,9.0
9,14,0,0,British,18,18,Brazil,785.0,Austrian,8.0,16,0,37,rain,77.67,24.43,13.19,11.33,0.0
3,16,0,69,Japanese,18,18,Brazil,785.0,British,9.0,15,0,23,rain,77.67,24.43,13.82,12.29,0.0
10,20,0,69,German,18,18,Brazil,785.0,Indian,0.0,20,0,25,rain,77.67,24.43,16.3,14.47,0.0
10,19,0,69,Italian,18,18,Brazil,785.0,Indian,0.0,19,0,35,rain,77.67,24.43,17.24,13.15,0.0
2,8,10,70,German,18,18,Brazil,785.0,German,60.0,5,0,31,rain,77.67,24.43,10.46,7.85,0.0
2,13,0,70,Polish,18,18,Brazil,785.0,German,75.0,3,1,23,rain,77.67,24.43,8.32,7.59,11.0
3,18,0,70,German,18,18,Brazil,785.0,British,17.0,13,0,23,rain,77.67,24.43,10.14,9.06,0.0
5,9,0,70,French,18,18,Brazil,785.0,Italian,4.0,17,0,29,rain,77.67,24.43,14.81,12.25,0.0
11,17,0,70,British,18,18,Brazil,785.0,Japanese,3.0,18,0,28,rain,77.67,24.43,10.32,7.59,77.0
11,15,0,70,Brazilian,18,18,Brazil,785.0,Japanese,11.0,14,0,36,rain,77.67,24.43,9.71,7.71,10.0
4,11,0,0,Brazilian,18,18,Brazil,785.0,French,19.0,12,0,23,rain,77.67,24.43,13.56,10.27,0.0
1,4,80,71,Spanish,17,18,Brazil,785.0,British,103.0,2,4,26,dry,34.67,32.0,6.33,5.42,43.0
2,6,50,71,German,17,18,Brazil,785.0,German,58.0,5,0,30,dry,34.67,32.0,8.81,7.06,0.0
2,7,60,71,Polish,17,18,Brazil,785.0,German,35.0,6,0,22,dry,34.67,32.0,7.88,7.05,11.0
3,10,70,71,German,17,18,Brazil,785.0,British,15.0,9,0,22,dry,34.67,32.0,10.06,9.09,0.0
6,3,100,71,Finnish,17,18,Brazil,785.0,Italian,100.0,3,5,28,dry,34.67,32.0,5.15,5.11,72.0
6,1,90,71,Brazilian,17,18,Brazil,785.0,Italian,86.0,4,3,26,dry,34.67,32.0,4.34,4.67,81.0
4,12,0,2,Italian,17,18,Brazil,785.0,French,21.0,8,0,34,dry,34.67,32.0,15.1,11.4,0.0
12,22,0,2,Japanese,17,18,Brazil,785.0,Dutch,0.0,23,0,25,dry,34.67,32.0,21.8,16.5,0.0
5,14,0,69,Italian,17,18,Brazil,785.0,Italian,3.0,18,0,27,dry,34.67,32.0,16.0,13.62,0.0
8,18,0,69,Japanese,17,18,Brazil,785.0,Japanese,4.0,17,0,30,dry,34.67,32.0,17.74,13.81,0.0
1,2,40,70,British,17,18,Brazil,785.0,British,107.0,1,4,22,dry,34.67,32.0,4.8,4.85,86.0
7,8,30,70,Italian,17,18,Brazil,785.0,Japanese,7.0,13,0,33,dry,34.67,32.0,8.53,9.05,0.0
7,15,0,70,German,17,18,Brazil,785.0,Japanese,5.0,16,0,32,dry,34.67,32.0,12.56,11.5,0.0
9,9,20,70,British,17,18,Brazil,785.0,Austrian,14.0,10,0,36,dry,34.67,32.0,13.17,10.52,0.0
11,16,0,20,British,17,18,Brazil,785.0,Japanese,6.0,15,0,27,dry,34.67,32.0,11.51,8.43,77.0
11,11,0,40,Brazilian,17,18,Brazil,785.0,Japanese,0.0,20,0,35,dry,34.67,32.0,11.49,9.23,10.0
9,5,0,14,Australian,17,18,Brazil,785.0,Austrian,10.0,12,0,31,dry,34.67,32.0,8.37,7.51,9.0
5,13,0,34,German,17,18,Brazil,785.0,Italian,6.0,14,0,20,dry,34.67,32.0,8.29,6.48,29.0
4,17,0,35,Finnish,17,18,Brazil,785.0,French,30.0,7,0,26,dry,34.67,32.0,8.44,7.3,7.0
12,21,0,43,German,17,18,Brazil,785.0,Dutch,1.0,19,0,24,dry,34.67,32.0,17.66,14.83,0.0
8,20,0,68,British,17,18,Brazil,785.0,Japanese,0.0,22,0,28,dry,34.67,32.0,16.58,14.23,0.0
1,17,80,71,British,16,18,Brazil,785.0,British,43.0,6,2,24,rain,81.67,22.6,8.93,7.69,8.0
1,16,20,71,Finnish,16,18,Brazil,785.0,British,22.0,12,0,28,rain,81.67,22.6,10.21,7.91,0.0
2,8,90,71,Polish,16,18,Brazil,785.0,German,9.0,14,0,24,rain,81.67,22.6,10.94,10.31,0.0
5,6,40,71,Swiss,16,18,Brazil,785.0,Italian,3.0,17,0,20,rain,81.67,22.6,14.44,13.18,0.0
6,5,50,71,Finnish,16,18,Brazil,785.0,Italian,45.0,5,1,30,rain,81.67,22.6,7.38,6.71,4.0
6,19,0,71,Italian,16,18,Brazil,785.0,Italian,8.0,15,0,36,rain,81.67,22.6,15.81,11.67,0.0
9,2,100,71,Australian,16,18,Brazil,785.0,Austrian,51.5,4,1,33,rain,81.67,22.6,6.94,5.93,7.0
9,15,70,71,German,16,18,Brazil,785.0,Austrian,69.0,3,3,22,rain,81.67,22.6,4.56,4.69,22.0
10,20,0,71,Italian,16,18,Brazil,785.0,Indian,0.0,21,0,29,rain,81.67,22.6,19.0,13.33,0.0
23,14,60,71,British,16,18,Brazil,785.0,British,85.0,1,6,29,rain,81.67,22.6,5.75,3.6,71.0
23,1,30,71,Brazilian,16,18,Brazil,785.0,British,71.0,2,2,37,rain,81.67,22.6,4.56,4.6,8.0
4,13,0,70,French,16,18,Brazil,785.0,French,0.0,23,0,23,rain,81.67,22.6,15.8,14.67,0.0
5,12,0,70,Spanish,16,18,Brazil,785.0,Italian,0.0,24,0,19,rain,81.67,22.6,16.0,15.0,0.0
3,7,0,27,German,16,18,Brazil,785.0,British,34.5,7,0,24,rain,81.67,22.6,8.0,7.67,0.0
3,9,0,30,Japanese,16,18,Brazil,785.0,British,0.0,19,0,24,rain,81.67,22.6,12.29,12.45,0.0
4,10,0,0,Spanish,16,18,Brazil,785.0,French,26.0,9,0,28,rain,81.67,22.6,8.5,7.69,0.0
7,4,0,0,Italian,16,18,Brazil,785.0,Japanese,30.5,8,0,35,rain,81.67,22.6,8.69,8.33,0.0
10,3,0,0,German,16,18,Brazil,785.0,Indian,5.0,16,0,26,rain,81.67,22.6,13.5,13.33,0.0
2,18,0,21,German,16,18,Brazil,785.0,German,15.0,13,0,32,rain,81.67,22.6,12.25,9.79,0.0
1,4,70,71,British,18,18,Brazil,785.0,British,210.0,3,3,25,dry,64.33,22.63,4.96,4.63,112.0
1,11,60,71,British,18,18,Brazil,785.0,British,189.0,5,2,30,dry,64.33,22.63,10.08,6.93,112.0
6,5,80,71,Spanish,18,18,Brazil,785.0,Italian,231.0,1,5,29,dry,64.33,22.63,7.43,4.79,229.0
9,3,90,71,Australian,18,18,Brazil,785.0,Austrian,220.0,2,4,34,dry,64.33,22.63,9.53,7.5,48.0
9,2,100,71,German,18,18,Brazil,785.0,Austrian,206.0,4,3,23,dry,64.33,22.63,6.36,5.6,55.0
131,13,50,71,German,18,18,Brazil,785.0,German,122.0,8,0,25,dry,64.33,22.63,10.2,8.58,0.0
131,8,40,71,German,18,18,Brazil,785.0,German,66.0,9,0,41,dry,64.33,22.63,4.1,3.01,732.0
205,20,0,69,Finnish,18,18,Brazil,785.0,Malaysian,0.0,20,0,29,dry,64.33,22.63,11.04,8.91,7.0
205,18,0,69,Italian,18,18,Brazil,785.0,Malaysian,0.0,21,0,36,dry,64.33,22.63,9.68,8.73,11.0
166,17,0,69,German,18,18,Brazil,785.0,British,0.0,25,0,28,dry,64.33,22.63,14.8,11.0,0.0
164,24,0,69,Brazilian,18,18,Brazil,785.0,Spanish,0.0,23,0,27,dry,64.33,22.63,22.12,17.25,0.0
3,6,0,70,Brazilian,18,18,Brazil,785.0,British,47.0,10,0,38,dry,64.33,22.63,8.49,6.56,41.0
3,1,30,70,German,18,18,Brazil,785.0,British,18.0,15,0,23,dry,64.33,22.63,10.88,11.46,0.0
4,7,20,70,Polish,18,18,Brazil,785.0,French,124.0,7,0,25,dry,64.33,22.63,7.63,6.81,11.0
4,10,0,70,Russian,18,18,Brazil,785.0,French,19.0,14,0,26,dry,64.33,22.63,14.24,11.85,0.0
5,19,0,70,Swiss,18,18,Brazil,785.0,Italian,8.0,16,0,22,dry,64.33,22.63,14.38,12.12,0.0
5,14,0,70,Spanish,18,18,Brazil,785.0,Italian,3.0,19,0,20,dry,64.33,22.63,15.21,12.29,0.0
6,9,0,70,Brazilian,18,18,Brazil,785.0,Italian,143.0,6,0,29,dry,64.33,22.63,8.41,6.54,85.0
10,22,0,70,German,18,18,Brazil,785.0,Indian,47.0,11,0,27,dry,64.33,22.63,16.28,13.17,0.0
15,15,0,70,German,18,18,Brazil,785.0,Swiss,6.0,18,0,33,dry,64.33,22.63,11.17,8.3,0.0
15,12,10,70,Japanese,18,18,Brazil,785.0,Swiss,31.0,12,0,24,dry,64.33,22.63,13.83,8.55,0.0
10,16,0,49,Italian,18,18,Brazil,785.0,Indian,21.0,13,0,30,dry,64.33,22.63,15.4,12.3,0.0
164,23,0,65,Austrian,18,18,Brazil,785.0,Spanish,0.0,27,0,27,dry,64.33,22.63,12.85,11.06,0.0
166,21,0,62,Brazilian,18,18,Brazil,785.0,British,0.0,24,0,26,dry,64.33,22.63,22.06,17.56,0.0
1,3,80,71,British,19,18,Brazil,785.0,British,255.0,2,3,31,rain,92.0,21.53,9.56,6.48,138.0
6,5,70,71,Spanish,19,18,Brazil,785.0,Italian,245.0,3,1,30,rain,92.0,21.53,7.11,4.65,244.0
6,7,60,71,Brazilian,19,18,Brazil,785.0,Italian,108.0,6,0,30,rain,92.0,21.53,8.06,6.54,85.0
9,2,100,71,Australian,19,18,Brazil,785.0,Austrian,233.0,4,0,35,rain,92.0,21.53,8.91,6.91,52.0
9,1,90,71,German,19,18,Brazil,785.0,Austrian,374.0,1,11,24,rain,92.0,21.53,5.05,4.41,170.0
4,9,0,69,Brazilian,19,18,Brazil,785.0,French,2.0,18,0,28,rain,92.0,21.53,19.29,15.94,0.0
205,19,0,69,Finnish,19,18,Brazil,785.0,Malaysian,0.0,22,0,30,rain,92.0,21.53,12.62,10.43,7.0
205,20,0,69,Italian,19,18,Brazil,785.0,Malaysian,0.0,21,0,37,rain,92.0,21.53,10.39,9.49,11.0
3,12,0,70,Brazilian,19,18,Brazil,785.0,British,4.0,17,0,39,rain,92.0,21.53,8.85,7.07,41.0
4,15,10,70,Russian,19,18,Brazil,785.0,French,36.0,9,0,27,rain,92.0,21.53,12.36,11.31,0.0
5,14,0,70,Swiss,19,18,Brazil,785.0,Italian,15.0,15,0,23,rain,92.0,21.53,14.6,11.97,0.0
5,13,0,70,Spanish,19,18,Brazil,785.0,Italian,26.0,13,0,21,rain,92.0,21.53,15.07,12.0,0.0
10,8,50,70,German,19,18,Brazil,785.0,Indian,34.0,11,0,28,rain,92.0,21.53,15.21,12.29,0.0
10,11,30,70,British,19,18,Brazil,785.0,Indian,23.0,14,0,25,rain,92.0,21.53,11.56,11.12,0.0
131,6,40,70,German,19,18,Brazil,785.0,German,83.0,7,0,26,rain,92.0,21.53,9.74,8.34,0.0
131,10,0,70,German,19,18,Brazil,785.0,German,76.0,8,0,42,rain,92.0,21.53,4.51,3.34,732.0
15,16,20,70,Japanese,19,18,Brazil,785.0,Swiss,28.0,12,0,25,rain,92.0,21.53,14.03,9.96,0.0
15,17,0,70,Mexican,19,18,Brazil,785.0,Swiss,14.0,16,0,21,rain,92.0,21.53,13.06,11.69,0.0
1,4,0,46,British,19,18,Brazil,785.0,British,227.0,5,3,26,rain,92.0,21.53,4.65,4.45,141.0
166,23,0,68,Belgian,19,18,Brazil,785.0,British,0.0,24,0,25,rain,92.0,21.53,21.89,18.47,0.0
164,22,0,68,Australian,19,18,Brazil,785.0,Spanish,0.0,27,0,22,rain,92.0,21.53,22.4,19.29,0.0
3,18,0,26,Venezuelan,19,18,Brazil,785.0,British,1.0,19,0,26,rain,92.0,21.53,14.56,14.62,0.0
166,24,0,21,German,19,18,Brazil,785.0,British,0.0,25,0,29,rain,92.0,21.53,16.41,12.7,0.0
164,21,0,61,Italian,19,18,Brazil,785.0,Spanish,0.0,23,0,31,rain,92.0,21.53,16.87,14.02,0.0
1,2,100,71,British,20,18,Brazil,785.0,British,163.0,6,2,32,rain,85.67,20.1,9.28,6.53,165.0
5,17,30,71,French,20,18,Brazil,785.0,Italian,12.0,17,0,22,rain,85.67,20.1,17.26,12.33,0.0
6,7,90,71,Spanish,20,18,Brazil,785.0,Italian,260.0,2,3,31,rain,85.67,20.1,7.01,4.49,284.0
6,5,80,71,Brazilian,20,18,Brazil,785.0,Italian,107.0,7,0,31,rain,85.67,20.1,8.27,6.74,85.0
9,3,70,71,Australian,20,18,Brazil,785.0,Austrian,167.0,5,2,36,rain,85.67,20.1,8.59,6.81,77.0
9,4,50,71,German,20,18,Brazil,785.0,Austrian,273.0,1,5,25,rain,85.67,20.1,5.05,4.41,204.0
10,6,60,71,German,20,18,Brazil,785.0,Indian,53.0,12,0,25,rain,85.67,20.1,11.35,10.66,0.0
131,13,40,71,German,20,18,Brazil,785.0,German,43.0,15,0,43,rain,85.67,20.1,4.85,3.71,732.0
15,14,20,71,Japanese,20,18,Brazil,785.0,Swiss,58.0,11,0,26,rain,85.67,20.1,13.16,9.9,0.0
1,1,0,54,British,20,18,Brazil,785.0,British,190.0,4,4,27,rain,85.67,20.1,4.58,4.59,171.0
3,11,0,0,Brazilian,20,18,Brazil,785.0,British,31.0,16,0,29,rain,85.67,20.1,17.0,13.91,0.0
3,16,0,1,Venezuelan,20,18,Brazil,785.0,British,45.0,14,1,27,rain,85.67,20.1,12.61,12.96,15.0
15,12,0,0,Mexican,20,18,Brazil,785.0,Swiss,66.0,10,0,22,rain,85.67,20.1,12.58,10.22,0.0
164,24,0,69,Spanish,20,18,Brazil,785.0,Spanish,0.0,25,0,41,rain,85.67,20.1,16.3,12.9,0.0
164,23,0,69,Indian,20,18,Brazil,785.0,Spanish,0.0,24,0,35,rain,85.67,20.1,20.07,17.25,0.0
5,15,0,70,Australian,20,18,Brazil,785.0,Italian,10.0,18,0,23,rain,85.67,20.1,17.27,14.0,0.0
131,9,0,70,German,20,18,Brazil,785.0,German,93.0,9,1,27,rain,85.67,20.1,9.68,8.41,17.0
207,20,0,70,Finnish,20,18,Brazil,785.0,Malaysian,0.0,20,0,31,rain,85.67,20.1,13.72,11.74,7.0
207,19,0,70,Russian,20,18,Brazil,785.0,Malaysian,0.0,21,0,28,rain,85.67,20.1,14.71,13.13,0.0
208,8,10,70,Finnish,20,18,Brazil,785.0,British,206.0,3,1,33,rain,85.67,20.1,6.32,4.62,145.0
206,21,0,70,German,20,18,Brazil,785.0,Russian,0.0,19,0,30,rain,85.67,20.1,17.07,13.93,0.0
206,22,0,70,French,20,18,Brazil,785.0,Russian,0.0,23,0,22,rain,85.67,20.1,21.37,18.0,0.0
10,10,0,68,British,20,18,Brazil,785.0,Indian,46.0,13,0,26,rain,85.67,20.1,11.5,10.75,0.0
208,18,0,5,French,20,18,Brazil,785.0,British,96.0,8,0,26,rain,85.67,20.1,10.08,9.56,0.0
1,14,70,71,British,19,18,Brazil,785.0,British,61.0,9,0,33,rain,91.67,19.97,9.37,6.78,165.0
1,19,50,71,Mexican,19,18,Brazil,785.0,British,41.0,12,0,23,rain,91.67,19.97,12.04,10.2,0.0
6,3,80,71,Spanish,19,18,Brazil,785.0,Italian,227.0,2,2,32,rain,91.67,19.97,6.92,4.45,314.0
6,9,40,71,Brazilian,19,18,Brazil,785.0,Italian,106.0,8,0,32,rain,91.67,19.97,8.24,6.79,85.0
9,4,90,71,Australian,19,18,Brazil,785.0,Austrian,181.0,5,0,37,rain,91.67,19.97,8.3,6.57,77.0
9,1,100,71,German,19,18,Brazil,785.0,Austrian,372.0,1,12,26,rain,91.67,19.97,4.55,3.9,294.0
131,5,20,71,British,19,18,Brazil,785.0,German,187.0,3,1,28,rain,91.67,19.97,4.42,4.69,180.0
131,2,60,71,German,19,18,Brazil,785.0,German,161.0,6,2,28,rain,91.67,19.97,8.97,8.07,41.0
15,10,30,71,German,19,18,Brazil,785.0,Swiss,47.0,11,0,26,rain,91.67,19.97,10.77,10.45,0.0
207,20,0,69,Dutch,19,18,Brazil,785.0,Malaysian,0.0,21,0,28,rain,91.67,19.97,19.28,17.33,0.0
206,21,0,69,French,19,18,Brazil,785.0,Russian,0.0,19,0,24,rain,91.67,19.97,19.67,17.2,0.0
206,22,0,69,British,19,18,Brazil,785.0,Russian,0.0,22,0,22,rain,91.67,19.97,20.61,18.22,0.0
3,16,0,70,Venezuelan,19,18,Brazil,785.0,British,1.0,18,0,28,rain,91.67,19.97,13.75,13.2,15.0
5,7,10,70,Australian,19,18,Brazil,785.0,Italian,19.0,14,0,24,rain,91.67,19.97,14.65,13.31,0.0
5,8,0,70,French,19,18,Brazil,785.0,Italian,13.0,15,0,23,rain,91.67,19.97,15.32,12.6,0.0
10,15,0,70,German,19,18,Brazil,785.0,Indian,29.0,13,0,30,rain,91.67,19.97,14.78,12.15,0.0
10,12,0,70,British,19,18,Brazil,785.0,Indian,48.0,10,0,27,rain,91.67,19.97,11.96,10.59,0.0
15,17,0,70,Mexican,19,18,Brazil,785.0,Swiss,6.0,16,0,22,rain,91.67,19.97,16.22,13.31,0.0
208,11,0,70,Finnish,19,18,Brazil,785.0,British,0.0,23,0,32,rain,91.67,19.97,13.69,11.76,7.0
208,6,0,2,French,19,18,Brazil,785.0,British,132.0,7,0,27,rain,91.67,19.97,9.21,8.59,0.0
3,13,0,45,Finnish,19,18,Brazil,785.0,British,4.0,17,0,24,rain,91.67,19.97,14.83,13.69,0.0
207,18,0,58,French,19,18,Brazil,785.0,Malaysian,0.0,20,0,23,rain,91.67,19.97,20.61,17.38,0.0
1,5,70,71,British,18,18,Brazil,785.0,British,94.0,7,0,34,rain,76.67,22.07,9.32,6.86,165.0
1,7,20,71,Danish,18,18,Brazil,785.0,British,53.0,10,0,22,rain,76.67,22.07,9.06,9.75,0.0
3,3,80,71,Brazilian,18,18,Brazil,785.0,British,83.0,8,0,33,rain,76.67,22.07,8.19,6.88,85.0
6,8,50,71,Spanish,18,18,Brazil,785.0,Italian,149.0,6,0,33,rain,76.67,22.07,6.88,4.51,314.0
6,10,40,71,Finnish,18,18,Brazil,785.0,Italian,47.0,12,0,35,rain,76.67,22.07,6.76,5.09,161.0
9,6,60,71,German,18,18,Brazil,785.0,Austrian,149.0,5,0,27,rain,76.67,22.07,4.91,4.03,294.0
10,12,30,71,German,18,18,Brazil,785.0,Indian,76.0,9,0,27,rain,76.67,22.07,10.8,9.8,0.0
131,2,90,71,British,18,18,Brazil,785.0,German,316.0,1,10,29,rain,76.67,22.07,4.41,4.3,262.0
131,1,100,71,German,18,18,Brazil,785.0,German,292.0,2,4,29,rain,76.67,22.07,8.17,7.34,88.0
3,4,10,70,Finnish,18,18,Brazil,785.0,British,155.0,4,0,25,rain,76.67,22.07,10.61,9.58,0.0
5,15,0,70,French,18,18,Brazil,785.0,Italian,22.0,13,0,24,rain,76.67,22.07,14.2,11.93,0.0
5,17,0,70,Russian,18,18,Brazil,785.0,Italian,8.0,15,0,20,rain,76.67,22.07,11.71,11.77,0.0
10,18,0,70,Mexican,18,18,Brazil,785.0,Indian,47.0,11,0,24,rain,76.67,22.07,12.05,9.92,0.0
15,13,0,70,German,18,18,Brazil,785.0,Swiss,0.0,18,0,31,rain,76.67,22.07,14.78,12.46,0.0
15,11,0,70,Mexican,18,18,Brazil,785.0,Swiss,0.0,20,0,23,rain,76.67,22.07,16.0,14.07,0.0
208,16,0,70,Venezuelan,18,18,Brazil,785.0,British,2.0,16,0,29,rain,76.67,22.07,14.73,13.32,15.0
9,9,0,39,Australian,18,18,Brazil,785.0,Austrian,214.0,3,3,25,rain,76.67,22.07,12.19,10.79,24.0
208,14,0,63,French,18,18,Brazil,785.0,British,8.0,14,0,28,rain,76.67,22.07,10.85,9.75,0.0
1,10,10,71,Spanish,20,18,Brazil,785.0,British,52.0,10,0,35,rain,91.33,17.93,7.81,5.31,314.0
1,17,0,71,British,20,18,Brazil,785.0,British,21.0,15,0,36,rain,91.33,17.93,9.98,7.41,165.0
